x,y
-5.3905,-22.5936
-4.8183,4.4648
4.979,6.0334
-47.1187,0.2081
-21.2915,-7.5924
-9.9176,-6.4951
4.6824,-10.2356
-21.4065,19.6572
-7.9896,19.139
4.5488,21.9604
-19.7684,0.8561
-20.7175,10.4029
-9.1829,6.61
4.3823,5.8185
49.498,1.9196
14.1903,8.5872
14.8993,-0.9508
14.0693,18.9152
12.1869,-13.4959
6.7989,5.3518
3.8226,15.9127
-4.8274,-7.5977
-6.5658,25.2244
-4.9123,-21.9578
-4.6562,4.0357
4.979,6.0334
-47.1204,0.2032
-20.8273,-7.6823
-9.6948,-6.6656
4.6978,-10.2418
-20.9548,19.6574
-7.5331,19.1698
4.5498,21.9419
-19.6742,0.8472
-20.2755,10.2963
-8.9591,6.575
4.3823,5.8185
49.498,1.9196
14.9043,8.3207
15.5723,-1.2008
14.3332,18.8854
12.743,-12.9699
7.6737,5.0338
3.9862,16.0852
-4.0583,-7.6411
-5.936,24.7973
-4.4324,-21.2653
-4.4635,3.4165
4.979,6.0334
-47.1211,0.2013
-20.6519,-7.7122
-9.601,-6.7335
4.7037,-10.2442
-20.4831,19.6869
-7.0928,19.2279
4.5503,21.9343
-19.629,0.8433
-20.0399,10.2537
-8.6194,6.5293
4.3823,5.8185
49.498,1.9196
15.5654,8.1403
15.9057,-1.3131
14.4344,18.8773
13.2633,-12.3695
8.6101,4.7095
4.5434,16.0363
-3.2709,-7.6924
-5.2855,24.3451
-3.9238,-20.5284
-4.2388,2.7333
4.979,6.0334
-47.1214,0.2006
-20.3047,-7.6527
-9.5597,-6.7594
4.706,-10.245
-20.0078,19.7503
-6.6665,19.2995
4.5505,21.9308
-19.6071,0.8417
-19.7167,10.1932
-8.2457,6.5061
4.3823,5.8185
49.498,1.9196
15.8205,8.0445
16.0556,-1.3708
14.4766,18.8733
13.4792,-12.1207
9.5927,4.3765
5.2636,15.9391
-2.9003,-7.6946
-4.6436,23.8957
-3.4557,-19.8042
-4.0984,2.3412
4.979,6.0334
-47.1216,0.2003
-19.8861,-7.5303
-9.2598,-6.7876
4.7069,-10.2453
-19.8272,19.7672
-6.2515,19.3686
4.5506,21.9294
-19.5958,0.8407
-19.5485,10.1545
-7.8535,6.4186
4.3823,5.8185
49.498,1.9196
15.9166,8.0137
16.1264,-1.4045
14.4942,18.8718
13.5681,-12.0138
10.5559,4.1084
6.0294,15.749
-2.3154,-7.5957
-3.9163,23.461
-3.0169,-19.1676
-4.0133,2.0876
4.979,6.0334
-47.1216,0.2002
-19.7225,-7.4905
-8.8674,-6.8203
4.7072,-10.2455
-19.7637,19.7788
-6.1196,19.3817
4.5507,21.9288
-19.5902,0.8399
-19.4601,10.1374
-7.4196,6.3437
4.3823,5.8185
49.498,1.9196
15.9547,7.9993
16.1592,-1.421
14.5015,18.871
13.6005,-11.9682
11.4425,3.8362
6.7994,15.5606
-1.6873,-7.4597
-3.2816,23.0323
-2.5614,-18.4952
-3.9666,1.9677
4.979,6.0334
-47.1217,0.2001
-19.6582,-7.4709
-8.4241,-6.8506
4.7073,-10.2455
-19.7408,19.7833
-6.0772,19.3846
4.5508,21.9285
-19.5873,0.8395
-19.4185,10.1288
-6.9958,6.2342
4.3823,5.8185
49.498,1.9196
15.9694,7.9939
16.1757,-1.4291
14.5045,18.8707
14.0265,-11.7401
12.3662,3.5243
7.0748,15.491
-1.0421,-7.2953
-2.5901,22.5615
-2.1064,-17.8998
-3.8907,1.8531
4.979,6.0334
-47.1217,0.2001
-19.633,-7.4639
-7.9597,-6.8897
4.7074,-10.2456
-19.733,19.7849
-6.0633,19.3865
4.5508,21.9284
-19.586,0.8392
-19.3965,10.1237
-6.5772,6.1121
4.3823,5.8185
49.498,1.9196
15.9753,7.9913
16.1834,-1.4333
14.5058,18.8706
14.1999,-11.6434
12.7402,3.3785
7.6356,15.2275
-0.3473,-7.1551
-1.9239,22.1034
-1.6233,-17.2597
-3.8014,1.7407
4.979,6.0334
-47.1217,0.2001
-19.6238,-7.4612
-7.5337,-6.9064
4.7074,-10.2456
-19.7301,19.7855
-6.0587,19.387
4.5508,21.9284
-19.5853,0.8391
-19.3848,10.1217
-6.4086,6.0685
4.3823,5.8185
49.498,1.9196
15.9774,7.9903
16.1868,-1.4353
14.5063,18.8706
14.2804,-11.6034
13.5184,3.3666
8.2726,14.8909
0.3686,-6.9742
-1.281,21.5951
-1.1308,-16.662
-3.7027,1.6298
4.979,6.0334
-47.1217,0.2001
-19.6199,-7.46
-7.0823,-6.9403
4.7074,-10.2456
-19.729,19.7857
-5.9594,19.1183
4.5508,21.9284
-19.585,0.839
-19.3792,10.121
-6.3357,6.0465
4.3823,5.8185
49.498,1.9196
15.9783,7.99
16.1883,-1.4362
14.5065,18.8706
14.3147,-11.5862
14.4519,3.3997
8.9585,14.4714
1.0844,-6.8557
-0.598,21.1118
-0.6119,-16.0623
-3.5979,1.5181
4.979,6.0334
-47.1217,0.2001
-19.6184,-7.4596
-6.5906,-6.9614
4.7074,-10.2456
-19.7286,19.7858
-5.9294,19.0207
4.5508,21.9284
-19.5848,0.839
-19.3763,10.1207
-6.3051,6.0393
4.3823,5.8185
49.498,1.9196
15.9786,7.9898
16.189,-1.4367
14.5066,18.8706
14.3297,-11.579
14.8104,3.3823
9.6494,14.0024
1.8336,-6.7046
0.0817,20.6412
-0.1264,-15.4286
-3.4844,1.4049
4.979,6.0334
-47.1217,0.2001
-19.6178,-7.4594
-6.3948,-6.9767
4.7074,-10.2456
-19.7285,19.7858
-5.9174,18.9881
4.5508,21.9284
-19.5847,0.839
-19.3748,10.1205
-6.2929,6.0364
4.3823,5.8185
49.498,1.9196
15.9787,7.9898
16.1893,-1.4369
14.5067,18.8706
14.3358,-11.5756
14.9514,3.3774
10.2972,13.5675
2.5903,-6.5449
0.6998,20.1532
0.0811,-15.1521
-3.3785,1.2784
4.979,6.0334
-47.1217,0.2001
-19.6176,-7.4594
-6.3186,-6.9897
4.7074,-10.2456
-19.7284,19.7858
-5.9134,18.9778
4.5508,21.9284
-19.5847,0.839
-19.3741,10.1204
-6.2878,6.0352
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1895,-1.4371
14.5067,18.8706
14.3384,-11.5743
15.0098,3.3738
10.9162,13.1826
3.3764,-6.3458
1.3501,19.6748
0.1657,-15.0436
-3.2626,1.1572
4.979,6.0334
-47.1217,0.2001
-19.6175,-7.4594
-6.2891,-6.9951
4.7074,-10.2456
-19.7284,19.7859
-5.912,18.9745
4.5508,21.9284
-19.5847,0.839
-19.3738,10.1204
-6.2857,6.0347
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4371
14.5067,18.8706
14.3397,-11.5738
15.0658,3.4881
11.5673,12.8012
4.1,-6.152
1.6322,19.4355
0.1994,-14.9992
-3.1502,1.0303
4.979,6.0334
-47.1217,0.2001
-19.6175,-7.4593
-6.2767,-6.9974
4.7074,-10.2456
-19.7284,19.7859
-5.9114,18.9735
4.5508,21.9284
-19.5847,0.839
-19.3736,10.1204
-6.2848,6.0346
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3402,-11.5735
15.0873,3.5326
12.2668,12.3818
4.8467,-5.9722
1.801,19.3173
0.2136,-14.9817
-3.0443,0.9047
4.979,6.0334
-47.1217,0.2001
-19.6175,-7.4593
-6.2718,-6.9987
4.7074,-10.2456
-19.7284,19.7859
-5.9112,18.9732
4.5508,21.9284
-19.5847,0.839
-19.3735,10.1204
-6.2845,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3405,-11.5734
15.3216,3.4775
12.5643,12.184
5.6168,-5.7947
1.9089,19.2418
0.2191,-14.9741
-2.9268,0.7846
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2699,-6.9992
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3735,10.1204
-6.2844,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3405,-11.5734
15.4119,3.4576
12.7243,12.0828
6.3151,-5.6264
1.9886,19.1854
0.2213,-14.9712
-2.8095,0.6626
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.269,-6.9993
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3735,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4475,3.4506
12.8353,12.0114
7.0809,-5.4083
2.0537,19.1348
0.2223,-14.9701
-2.6994,0.5552
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2687,-6.9994
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3735,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4612,3.4474
12.9303,11.9534
7.8783,-5.2788
2.1238,19.0848
0.2226,-14.9696
-2.5965,0.4321
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9994
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3735,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4664,3.4462
13.013,11.8958
8.5913,-5.1053
2.1974,19.0318
0.2228,-14.9694
-2.496,0.3093
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3735,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4685,3.4459
13.0865,11.8416
9.3223,-4.9597
2.271,18.9797
0.2228,-14.9694
-2.3845,0.1843
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4692,3.4458
13.169,11.792
10.0348,-4.7727
2.3381,18.9315
0.2228,-14.9693
-2.275,0.0512
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4695,3.4457
13.26,11.7467
10.3609,-4.6918
2.4108,18.8804
0.2228,-14.9693
-2.1979,-0.1143
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
13.3505,11.7045
10.515,-4.6505
2.4854,18.8335
0.2229,-14.9693
-2.1408,-0.1804
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
13.4373,11.6595
10.583,-4.6287
2.5705,18.7865
0.2229,-14.9693
-2.08,-0.2493
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
13.5213,11.609
10.6128,-4.6184
2.6545,18.7347
0.2229,-14.9693
-2.0203,-0.3211
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
13.6052,11.5643
10.6255,-4.6147
2.7368,18.6817
0.2229,-14.9693
-1.9246,-0.4197
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
13.6925,11.5161
10.631,-4.6129
2.8196,18.6264
0.2229,-14.9693
-1.8649,-0.4891
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
13.7863,11.4627
10.6335,-4.6121
2.8962,18.572
0.2229,-14.9693
-1.7786,-0.6032
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
13.8785,11.4105
10.6346,-4.6118
2.9851,18.516
0.2229,-14.9693
-1.6718,-0.7265
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
13.9725,11.3606
10.6352,-4.6116
3.0222,18.4901
0.2229,-14.9693
-1.5564,-0.8624
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5847,0.839
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.0609,11.3023
10.6354,-4.6116
3.098,18.4586
0.2229,-14.9693
-1.4261,-0.9849
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5938,1.0698
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.0923,11.2825
10.6355,-4.6115
3.19,18.4237
0.2229,-14.9693
-1.2193,-1.2341
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5944,1.1807
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1045,11.2755
10.6356,-4.6115
3.2946,18.3963
0.2229,-14.9693
-0.9324,-1.5248
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5911,1.2328
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1087,11.273
10.6356,-4.6115
3.4059,18.3607
0.2229,-14.9693
-0.8053,-1.6546
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.59,1.2569
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1102,11.2722
10.6356,-4.6115
3.5194,18.3325
0.2229,-14.9693
-0.4723,-1.8011
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5897,1.2684
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1108,11.2718
10.6356,-4.6115
3.6276,18.2974
0.2229,-14.9693
-0.046,-1.9698
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5895,1.2741
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.111,11.2717
10.6356,-4.6115
3.7364,18.2616
0.2229,-14.9693
0.1705,-2.1017
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5894,1.277
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1111,11.2717
10.6356,-4.6115
3.844,18.2341
0.2229,-14.9693
0.4097,-2.2385
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5893,1.2784
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1111,11.2716
10.6356,-4.6115
3.9548,18.2086
0.2229,-14.9693
0.6224,-2.3525
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5893,1.2791
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1111,11.2716
10.6356,-4.6115
4.0733,18.1836
0.2229,-14.9693
0.7094,-2.3971
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5893,1.2794
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1111,11.2716
10.6356,-4.6115
4.1792,18.1477
0.2229,-14.9693
0.9404,-2.5101
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5893,1.2796
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1111,11.2716
10.6356,-4.6115
4.2886,18.1119
0.2229,-14.9693
1.1811,-2.6198
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5893,1.2797
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1111,11.2716
10.6356,-4.6115
4.4023,18.0729
0.2229,-14.9693
1.4293,-2.7246
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5893,1.2797
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1111,11.2716
10.6356,-4.6115
4.5144,18.0374
0.2229,-14.9693
1.5111,-2.7573
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5893,1.2797
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1111,11.2716
10.6356,-4.6115
4.6262,17.9942
0.2229,-14.9693
1.7505,-2.848
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5893,1.2797
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1111,11.2716
10.6356,-4.6115
4.7495,17.9627
0.2229,-14.9693
2.0017,-2.9353
4.979,6.0334
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5893,1.2797
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1111,11.2716
10.6356,-4.6115
4.8786,17.9177
0.2229,-14.9693
2.2335,-3.0264
4.7409,6.4255
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5893,1.2797
-19.3734,10.1204
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1111,11.2716
10.6356,-4.6115
5.0012,17.8799
0.2229,-14.9693
2.4486,-3.1136
4.4117,5.3417
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5893,1.2797
-19.1532,10.2015
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.9788,7.9898
16.1896,-1.4372
14.5067,18.8706
14.3406,-11.5733
15.4697,3.4457
14.1111,11.2716
10.6356,-4.6115
5.0481,17.8682
0.2229,-14.9693
2.5516,-3.1545
4.3734,2.4408
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.7074,-10.2456
-19.7284,19.7859
-5.9111,18.973
4.5508,21.9284
-19.5893,1.2797
-19.0437,10.242
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.6067,8.243
15.8727,-1.2698
14.5067,18.8706
14.3114,-11.959
15.0606,3.593
13.7543,11.3658
10.4545,-4.9168
4.8386,18.1708
0.0835,-15.3531
2.6032,-3.1743
4.3015,-0.3268
-47.1217,0.2001
-19.6174,-7.4593
-6.2685,-6.9995
4.517,-9.6435
-19.7284,19.7859
-5.9111,18.973
4.5299,21.3965
-19.5893,1.2797
-18.9922,10.2629
-6.2843,6.0345
4.3823,5.8185
49.498,1.9196
15.4594,8.3337
15.7062,-1.1951
14.2704,18.5445
14.3013,-12.1177
14.9172,3.6492
13.2545,11.4892
10.1566,-5.3434
4.4566,18.5639
-0.1485,-15.8416
2.9408,-3.5146
4.2943,-2.9593
-47.1217,0.2001
-19.0925,-7.6891
-6.2685,-6.9995
4.4272,-9.4181
-19.2679,19.4819
-5.9111,18.973
4.43,20.587
-19.5893,1.2797
-18.5431,10.0952
-5.8771,5.7434
4.4006,6.4266
49.498,1.9196
15.3995,8.3675
15.6251,-1.1599
13.9829,18.0675
14.2978,-12.1884
14.5372,3.3289
13.0651,11.5258
9.8132,-5.8331
4.046,19.0211
-0.3731,-16.3945
3.3914,-3.9238
4.3191,-5.4635
-46.9675,-0.2448
-18.3679,-8.0195
-6.2078,-6.7381
4.3417,-8.678
-19.1066,19.355
-5.9024,19.2579
4.3243,19.6927
-19.5555,1.5276
-17.8952,9.84
-5.7167,5.6135
4.4424,7.2448
49.498,1.9196
15.3635,8.1075
15.5189,-1.4951
13.5916,17.5837
14.2747,-12.6085
14.1012,2.8715
12.6217,11.5115
9.4858,-6.4094
3.6305,19.4565
-0.5898,-16.9718
3.8992,-4.4323
4.1206,-6.6641
-46.7184,-0.8516
-18.0731,-8.1473
-6.1452,-6.3753
4.3482,-9.0275
-19.0451,19.3117
-5.8601,19.6318
4.2238,18.7013
-19.5446,1.6448
-17.5697,9.7321
-5.6528,5.5608
4.495,7.8437
49.498,1.9196
15.3675,7.5505
15.3437,-2.0295
13.1986,17.0539
14.2685,-13.1817
13.6389,2.3706
12.0813,11.4631
9.1222,-6.9896
3.163,19.8984
-0.8147,-17.5633
4.1333,-4.6742
3.9295,-7.7939
-46.6049,-1.0811
-17.9507,-8.1953
-6.085,-5.9531
4.3453,-9.1668
-19.0225,19.297
-5.8538,20.0741
4.1941,18.2547
-19.5388,1.7021
-17.0011,9.3371
-5.6272,5.5408
4.5071,8.0618
49.498,1.9196
15.3597,6.8969
15.1877,-2.5821
12.7904,16.4511
14.2794,-13.7579
13.1673,1.8557
11.4992,11.4215
8.7707,-7.5343
2.6974,20.3825
-1.0402,-18.1434
4.2492,-4.7978
3.7438,-8.8565
-46.5628,-1.1734
-18.1418,-7.6783
-5.9921,-5.5298
4.3429,-9.2235
-19.2958,19.7804
-5.8545,20.2163
4.1819,18.0693
-19.7586,2.1658
-16.6939,9.1435
-5.6168,5.5334
4.512,8.1455
49.491,1.6549
15.3359,6.2207
15.0453,-3.1907
12.6139,16.2227
14.326,-14.4172
12.6658,1.3812
10.8865,11.3608
8.4089,-8.0695
2.2396,20.9201
-1.2693,-18.728
3.9382,-4.8403
3.5689,-9.8588
-46.5449,-1.2073
-18.2157,-7.4612
-5.9547,-5.3587
4.3438,-9.2449
-19.6944,20.4888
-5.8525,20.2642
4.1771,17.9913
-19.8845,2.3797
-16.5412,9.0466
-5.7065,5.762
