x,y
-8.5889,-3.4971
-4.7188,-5.3696
-34.4492,22.6132
-20.2237,21.6722
-1.3454,24.9128
-33.9664,3.7157
-34.6134,11.49
-17.7404,9.1718
-1.6041,9.9328
50.1137,-2.0877
7.9742,5.6842
10.3359,-6.5912
3.2381,18.3302
4.6077,-17.6625
-8.1665,1.5742
-12.0258,19.2011
-20.3643,-9.5087
-24.4349,25.0817
-24.7487,-20.1868
-24.1489,3.5205
-2.2793,6.6647
-47.1357,-0.1333
-35.0084,-4.3701
-8.6287,-3.499
-4.6766,-5.6228
-34.387,22.6233
-20.2236,21.6724
-1.3396,24.1066
-33.8522,3.7525
-34.6006,11.4984
-17.7035,9.0689
-1.3425,10.7208
50.1137,-2.0877
8.5257,5.9716
10.6041,-6.3344
3.8526,18.4323
5.1263,-17.4127
-7.5527,1.7287
-12.0154,19.1878
-19.8296,-9.5373
-24.318,25.101
-24.2679,-20.2414
-24.0236,3.5232
-1.6501,9.1496
-47.2984,0.5237
-34.6903,-4.5157
-8.6445,-3.4997
-4.6613,-5.7229
-34.3644,22.6291
-19.9694,21.5211
-1.3259,23.7976
-33.7967,3.7702
-34.5946,11.502
-17.6882,9.0276
-1.2541,11.0393
50.1137,-2.0877
8.7427,6.0883
10.7335,-6.1922
4.516,18.5379
5.6681,-17.1226
-6.8967,1.9087
-11.9166,19.167
-19.2167,-9.5242
-24.1556,25.1306
-23.6993,-20.2625
-23.8624,3.5326
-1.0026,11.5606
-47.3646,0.7674
-34.5614,-4.5622
-8.651,-3.5002
-4.6556,-5.7622
-34.3565,22.6307
-19.8917,21.4733
-1.3126,23.6633
-33.7713,3.7794
-34.5916,11.5037
-17.6817,9.0121
-1.2191,11.1663
50.1074,-1.8059
9.1081,6.4593
10.9272,-5.7805
5.1838,18.6314
6.2516,-16.8024
-6.2294,2.0897
-11.7956,19.1365
-18.5754,-9.4699
-23.9695,25.1597
-23.1146,-20.2693
-23.6947,3.552
-0.4334,13.8405
-47.4696,1.3707
-34.214,-4.5768
-8.9157,-3.5531
-4.0797,-5.9362
-34.0425,22.6248
-19.5761,21.4698
-1.307,23.6097
-33.5167,3.8053
-34.3588,11.5475
-17.4421,8.9907
-1.2002,11.2182
50.1109,-1.6889
9.2383,6.5934
11.1084,-5.2261
5.4686,18.6804
6.8341,-16.4877
-5.5442,2.2612
-11.6664,19.1095
-17.8584,-9.3715
-23.7779,25.1923
-22.4725,-20.2912
-23.5117,3.5833
0.1415,15.9145
-47.5002,1.6236
-34.0774,-4.586
-9.0218,-3.5762
-3.8526,-6.0144
-33.9261,22.628
-19.4716,21.4682
-1.3047,23.5868
-33.3926,3.8162
-34.249,11.5681
-17.3492,8.9885
-1.1937,11.2381
50.112,-1.641
9.4634,7.0582
11.3586,-4.5774
5.9452,18.8658
7.3967,-16.2278
-5.2808,2.3176
-11.5258,19.0875
-17.1189,-9.2743
-23.5828,25.2376
-21.8211,-20.3732
-23.3242,3.6358
0.7063,17.9418
-47.2788,2.14
-34.0228,-4.5861
-9.1402,-3.8617
-3.506,-6.6518
-33.7377,22.3819
-19.2537,21.2444
-1.3045,23.577
-33.3296,3.8258
-34.0222,11.3936
-17.1676,8.793
-1.2051,10.6217
50.1077,-1.361
9.6989,7.6311
11.5218,-3.936
6.1436,18.9475
7.9731,-15.9165
-4.7723,2.5795
-11.3905,19.0582
-16.7874,-9.2496
-23.4067,25.269
-21.1418,-20.461
-23.2285,3.661
1.331,19.8709
-47.1918,2.3358
-33.7771,-4.7513
-9.2362,-4.2421
-3.358,-6.9168
-33.668,22.2851
-19.1802,21.167
-1.3045,23.5731
-33.111,3.6696
-33.907,11.3096
-17.0934,8.7066
-1.2097,10.3763
50.1024,-0.9732
9.964,8.2468
11.7158,-3.3117
6.4745,19.2915
8.5557,-15.6043
-4.2095,2.9322
-11.3455,19.045
-16.2883,-9.092
-23.2168,25.3061
-20.4957,-20.5344
-23.0973,3.7288
1.9505,21.7165
-47.1608,2.415
-33.6872,-4.8158
-9.3484,-4.6304
-3.3001,-7.0195
-33.6429,22.2477
-18.9191,20.9762
-0.9862,23.0902
-33.0039,3.5926
-33.8501,11.2627
-17.0638,8.6719
-1.0923,9.7041
50.1129,-0.547
10.2765,8.8732
11.8031,-3.0005
6.8837,19.7707
9.1746,-15.2693
-3.6318,3.3501
-11.2389,19.0661
-15.7492,-8.8288
-23.0307,25.3512
-19.8688,-20.6471
-22.9399,3.8326
2.491,23.5076
-47.1111,2.9771
-33.3778,-4.9281
-9.3848,-4.7979
-3.2806,-7.0622
-33.3501,22.1462
-18.8294,20.9176
-0.8592,22.9107
-32.9468,3.5521
-33.6061,11.1762
-16.8361,8.541
-1.0456,9.4355
50.1291,-0.0964
10.5609,9.5042
12.1268,-2.6051
7.3282,20.2541
9.7338,-14.974
-3.0514,3.7671
-11.1039,19.0955
-15.3766,-8.6827
-22.9482,25.3712
-19.2371,-20.743
-22.7646,3.931
2.9573,25.1841
-47.0638,3.6959
-32.9668,-5.1022
-9.3994,-4.8653
-2.6448,-6.9887
-33.2378,22.1091
-18.7962,20.8994
-0.8107,22.8315
-32.6799,3.5029
-33.4825,11.1229
-16.7418,8.4887
-1.0328,9.3299
50.1354,0.0835
10.8242,10.1612
12.5668,-2.1701
7.7942,20.7053
10.311,-14.6665
-2.4308,4.1436
-10.9756,19.1243
-15.1065,-8.5953
-22.8325,25.4419
-18.6072,-20.814
-22.6772,3.9782
3.4558,26.7412
-47.0328,3.9775
-32.8131,-5.1652
-9.1557,-4.782
-1.7531,-6.9099
-33.1973,22.0946
-18.7861,20.8934
-0.7887,22.8004
-32.5617,3.4821
-32.905,11.1849
-16.7033,8.4668
-0.3792,9.3131
50.1505,0.4423
11.1542,10.777
13.0359,-1.6595
8.3087,21.2192
10.8904,-14.3468
-2.1703,4.285
-10.8424,19.1478
-14.8871,-8.5029
-22.7851,25.4708
-17.9296,-20.8908
-22.5857,4.0915
3.9496,28.2256
-47.0229,4.0886
-32.1378,-5.1578
-8.8077,-4.6587
-0.7263,-6.8891
-32.6192,22.1214
-18.7829,20.8912
-0.7802,22.7875
-32.0108,3.5163
-32.1825,11.3429
-16.6877,8.4586
0.4011,9.3179
50.1262,0.8469
11.4568,11.4104
13.5341,-1.1815
8.7762,21.7519
11.1622,-14.2028
-1.7533,4.7044
-10.6967,19.1725
-14.6841,-8.4151
-22.6672,25.5229
-17.263,-20.9625
-22.5058,4.2485
4.3884,29.5814
-47.0184,4.1347
-31.3265,-5.1808
-8.2267,-4.4043
0.3264,-6.8888
-31.8096,22.1715
-18.7818,20.8905
-0.2954,22.998
-31.5006,3.5509
-31.3624,11.4791
-16.6814,8.4553
0.7051,9.3263
50.0909,1.2872
11.7522,12.0581
13.7854,-0.9138
9.2333,22.2682
11.281,-13.727
-1.3633,5.1884
-10.5626,19.2101
-14.5011,-8.335
-22.5253,25.5857
-16.5963,-21.0234
-22.4063,4.4261
4.8163,30.8491
-47.0165,4.1527
-30.359,-5.1418
-7.5022,-4.064
0.7001,-6.887
-30.8265,22.2229
-19.0779,21.3957
0.4092,23.358
-31.0019,3.5884
-30.5626,11.5758
-16.6789,8.454
1.4453,9.3958
50.0363,1.7251
12.0114,12.7505
14.0535,-0.4576
9.4377,22.5014
11.2762,-13.1201
-0.9572,5.7554
-10.4257,19.2525
-14.3346,-8.2489
-22.369,25.6475
-15.9662,-21.1132
-22.3212,4.605
5.2289,32.032
-47.0156,4.1602
-29.3973,-5.1272
-6.7075,-3.6856
1.3587,-7.2546
-29.8525,22.3045
-19.4307,22.0736
1.2217,23.7691
-30.2646,3.6414
-29.6381,11.6913
-17.0581,8.2083
2.2862,9.5754
50.0167,2.1902
12.2849,13.4154
14.3541,0.1128
9.6591,22.9714
11.211,-12.5147
-0.5232,6.3153
-10.2983,19.2934
-14.1638,-8.1604
-22.3073,25.6724
-15.7149,-21.1517
-22.2409,4.7698
5.6493,33.1159
-47.0152,4.163
-28.4206,-5.1562
-5.9048,-3.333
2.2048,-7.72
-29.1839,22.3866
-19.9059,22.7714
2.1385,24.123
-29.4897,3.7002
-28.7267,11.8217
-17.5705,7.8255
3.1546,9.7019
50.0121,2.3893
12.5843,14.0564
14.644,0.7724
9.7526,23.1665
11.1628,-11.8705
-0.0821,6.8061
-10.1549,19.3321
-13.9901,-8.0802
-21.9699,25.9232
-15.6177,-21.1652
-22.2011,4.85
6.0476,34
-47.015,4.1642
-27.441,-5.1691
-5.5856,-3.1769
2.5223,-7.9057
-28.6259,22.4394
-20.343,23.4244
3.0428,24.4971
-28.6979,3.7455
-27.7953,12.0272
-17.7797,7.6938
3.5118,9.776
50.0132,2.471
12.9061,14.7396
14.9174,1.3908
10.0796,23.5056
11.1233,-11.1615
0.3126,7.3194
-10.019,19.3737
-13.8164,-7.9903
-21.8375,26.0237
-15.5784,-21.1704
-22.0754,4.9303
6.0476,34
-47.015,4.1646
-26.5505,-5.1512
-5.4575,-3.1129
2.6474,-7.9674
-27.7966,22.5561
-20.8017,24.1579
3.3823,24.6418
-27.8245,3.7939
-26.9145,12.217
-17.8679,7.6399
3.6609,9.7942
50.0165,2.5042
13.0282,15.0213
15.043,1.673
10.2169,23.6386
11.0335,-10.4175
0.8707,8.0116
-9.5017,19.5147
-13.3132,-7.7745
-21.7836,26.0661
-15.5637,-21.173
-22.0137,4.9682
6.0476,34
-47.1324,3.7038
-25.656,-5.1689
-4.8085,-3.0905
3.1385,-8.45
-26.8696,22.5986
-21.2553,24.9621
3.5378,24.7061
-26.8774,3.7863
-26.068,12.4454
-18.3425,7.3817
4.2285,10.1227
50.0189,2.5168
13.1174,15.6278
15.0498,2.2352
10.1157,24.1037
10.9428,-9.6009
1.5282,8.8453
-8.8682,19.6958
-12.7405,-7.482
-21.3695,26.417
-15.6344,-20.6817
-21.9844,4.9858
6.0476,34
-47.1697,3.5335
-24.7288,-5.1736
-4.0077,-3.0949
3.327,-8.6467
-25.923,22.6607
-21.4005,25.2526
3.1783,24.9961
-25.8991,3.8358
-25.1616,12.6502
-19.0005,7.0592
5.0317,10.5344
50.0198,2.522
13.202,16.3789
15.0119,2.8796
9.9343,24.7189
10.903,-8.7955
1.7689,9.1747
-8.193,19.8706
-12.1382,-7.1638
-20.834,26.9175
-15.7759,-20.0459
-21.7006,5.3122
6.0476,34
-47.1845,3.4663
-23.782,-5.1628
-3.147,-3.0822
4.0265,-8.7302
-24.9856,22.6838
-21.1136,25.7793
2.7415,25.1472
-24.9853,3.9432
-24.2842,12.8626
-19.72,6.6955
5.351,10.6957
50.0202,2.5241
13.2989,17.2049
14.957,3.6334
9.7233,25.4579
10.9016,-8.0074
2.1544,9.8365
-7.4734,20.0525
-11.4708,-6.8222
-20.3047,27.4098
-15.927,-19.3191
-21.3158,5.7656
6.0476,34
-47.1917,3.4417
-22.8432,-5.1973
-2.2559,-3.0923
4.3068,-8.7572
-24.0494,22.8205
-20.601,26.3802
2.287,25.3305
-24.1009,3.9984
-23.3816,13.0707
-20.3555,6.3537
5.9055,11.13
50.0204,2.5251
13.3512,17.969
14.9147,4.3603
9.5049,26.1855
10.9198,-7.1768
2.4707,10.7071
-6.6847,20.2687
-10.78,-6.4766
-19.7033,27.9798
-16.0749,-18.6123
-20.9422,6.2284
6.0476,34
-47.1943,3.4323
-21.9469,-5.1753
-1.4139,-3.1415
5.0836,-8.654
-23.0794,22.9101
-20.0631,26.9816
1.8517,25.5326
-23.2363,4.0838
-22.4637,13.2509
-20.2307,6.3203
6.6143,11.7695
50.0205,2.5254
13.3537,18.7478
14.8447,5.0871
9.2519,26.9112
10.9327,-6.8142
2.8975,11.6275
-5.9752,20.4655
-10.0623,-6.0911
-19.1229,28.547
-16.2042,-17.8513
-20.7686,6.5863
6.0476,34
-47.1954,3.4286
-21.0186,-5.1809
-1.0766,-3.1597
6.0048,-8.4563
-22.11,22.9983
-19.5166,27.6235
1.4057,25.7686
-22.2876,4.2405
-21.6187,13.3941
-20.2319,6.3197
7.4138,12.4388
50.0206,2.5256
13.41,19.5149
14.76,5.8309
9.024,27.6481
10.9395,-6.6556
3.3081,12.6339
-5.2368,20.661
-9.27,-5.746
-18.545,29.1174
-16.3163,-17.0737
-20.4535,6.8908
6.0476,34
-47.1959,3.4272
-20.0571,-5.1903
-0.4371,-2.9545
6.3585,-8.3745
-21.138,22.9973
-18.975,28.324
0.9508,26.0423
-21.3105,4.3664
-20.7062,13.5983
-20.2323,6.3194
7.7206,12.7404
50.0206,2.5256
13.4525,20.2588
14.7072,6.5623
8.7925,28.3908
10.9395,-6.5884
3.7263,13.5654
-4.5074,20.7831
-8.5277,-5.3969
-18.2942,29.3469
-16.4454,-16.2375
-20.0184,7.3563
6.0476,34
-47.1962,3.4266
-19.0611,-5.1197
0.3346,-2.6541
7.0271,-7.94
-20.2063,22.9968
-18.4518,28.9549
0.4997,26.35
-20.3429,4.462
-20.285,13.6945
-20.0605,6.7739
7.8565,12.8579
50.0206,2.5256
13.4412,20.5431
14.6623,7.3702
8.559,29.1724
10.9399,-6.5596
3.8641,13.9231
-3.761,20.9605
-7.7572,-5.0814
-18.1689,29.484
-16.562,-15.4633
-19.555,7.8854
6.0476,34
-47.1962,3.4264
-18.1272,-5.1042
1.1314,-2.3286
7.7696,-7.3999
-19.2656,23.0327
-17.9971,29.1673
0.0572,26.6912
-19.346,4.5976
-19.6201,13.695
-19.8411,7.4749
7.3995,13.1605
50.0206,2.5256
13.1682,20.752
14.6363,7.7624
8.3787,29.9277
10.94,-6.5471
3.7599,14.2174
-3.3852,21.0242
-7.0462,-4.713
-18.2914,29.6901
-16.6182,-14.6398
-19.0595,8.4028
6.0476,34
-47.1963,3.4263
-17.2095,-5.1035
1.9462,-1.9914
8.6371,-6.9142
-18.3007,23.0986
-18.0076,29.1514
-0.3531,27.0478
-18.3259,4.7327
-18.8584,13.6906
-19.6287,8.2669
6.6745,13.535
50.0206,2.5256
13.0591,20.8352
14.6268,7.9646
8.1339,30.6237
10.9402,-6.5416
3.7232,14.338
-3.0895,21.0978
-6.2983,-4.3376
-18.2912,29.6903
-16.7357,-13.8346
-18.5575,8.9724
6.0476,34
-47.1963,3.4263
-16.3322,-5.1183
2.7746,-1.6274
9.5121,-6.408
-17.3577,23.1546
-18.0111,29.146
-0.7658,27.4517
-17.3113,4.8105
-17.9831,13.6331
-19.5338,8.5826
5.8498,13.9173
50.0206,2.5256
13.0131,20.8675
14.6172,8.0722
7.8945,31.3461
10.9403,-6.5393
3.706,14.3809
-2.9798,21.1161
-5.6167,-3.9231
-18.2912,29.6904
-16.7803,-13.5117
-18.0172,9.5641
6.0476,34
-47.1963,3.4262
-15.3887,-5.1331
3.1041,-1.4842
10.3659,-5.8733
-16.4762,23.2487
-18.0123,29.1442
-1.1677,27.8974
-16.3446,4.9071
-17.1019,13.6054
-19.0418,9.0021
5.0187,14.3519
50.0206,2.5256
13.3766,21.2174
14.6136,8.1246
7.7969,31.6414
10.9405,-6.5383
3.6991,14.3972
-3.1968,21.5364
-4.9392,-3.5207
-18.2911,29.6904
-16.8028,-13.3829
-17.476,10.1651
6.0476,34
-47.1963,3.4262
-14.4544,-5.1004
3.2314,-1.4185
10.6627,-5.6495
-15.5456,23.3155
-18.0126,29.1436
-1.561,28.3954
-15.3876,4.9721
-16.1186,13.6318
-18.4116,9.4241
4.2337,14.8734
50.0206,2.5256
13.5019,21.3457
14.612,8.1491
7.5167,32.1464
10.9405,-6.5379
3.7511,14.5169
-3.2742,21.6876
-4.2392,-3.1375
-18.2911,29.6904
-16.8074,-13.3311
-16.9284,10.7501
6.0476,34
-47.1963,3.4262
-13.4745,-5.0599
2.7573,-1.4151
10.7806,-5.5625
-14.5164,23.4006
-17.4474,29.1458
-1.8948,28.8793
-14.4381,5.1236
-15.1575,13.633
-17.6938,9.8358
4.2666,14.8558
50.0206,2.5256
13.5448,21.3935
14.6108,8.1604
7.165,32.7314
10.9405,-6.5377
3.7443,14.5084
-3.2988,21.7409
-3.4827,-2.7701
-18.2911,29.6904
-16.8091,-13.3118
-16.3748,11.3838
6.0476,34
-47.1963,3.4262
-12.4957,-5.0238
2.037,-1.4434
10.8254,-5.5285
-14.0996,23.419
-17.2563,29.1452
-2.2685,29.3711
-13.4997,5.2556
-14.1959,13.5398
-16.9559,10.268
4.2796,14.8481
50.0206,2.5256
13.5618,21.412
14.6103,8.1663
7.0136,32.9663
10.9405,-6.5376
3.7414,14.505
-3.3076,21.7589
-2.7064,-2.3639
-18.2911,29.6904
-16.8095,-13.3041
-15.8069,11.9919
6.0476,34
-47.1963,3.4262
-11.5112,-5.0498
1.1488,-1.4591
10.844,-5.5156
-13.303,23.3295
-17.1912,29.1457
-2.4347,29.5819
-12.5595,5.3675
-13.3014,13.4268
-16.6628,10.4457
4.2847,14.8453
50.0206,2.5256
13.5688,21.4193
14.61,8.1691
6.9265,33.2224
10.9405,-6.5376
3.7403,14.5037
-3.3107,21.7653
-1.9054,-1.9379
-18.2911,29.6904
-16.8098,-13.3009
-15.2511,12.5972
6.0476,34
-47.1963,3.4262
-10.5949,-5.0607
0.21,-1.5162
10.8504,-5.5108
-12.4021,23.2183
-17.1698,29.1442
-2.7123,30.214
-12.0634,5.4128
-12.3731,13.3298
-16.0792,10.5561
4.3681,14.8711
50.0206,2.5256
13.5716,21.4225
14.6099,8.1704
6.8506,33.4914
10.9405,-6.5376
3.7986,14.6823
-3.3119,21.7675
-1.5323,-1.757
-18.2911,29.6904
-16.81,-13.2996
-14.9969,12.8542
6.0476,34
-47.1963,3.4262
-9.6491,-5.0679
-0.7318,-1.5833
10.8529,-5.509
-11.4588,23.1721
-17.1627,29.1434
-2.9935,31.0736
-11.3594,5.3454
-11.4356,13.2829
-15.828,10.5949
4.368,14.8712
50.0206,2.5256
13.5727,21.4237
14.6098,8.171
6.7742,33.7655
10.9405,-6.5376
3.7927,14.6742
-3.3123,21.7683
-1.3758,-1.6834
-18.2911,29.6904
-16.8101,-13.2991
-14.886,12.9785
6.0476,34
-47.1963,3.4262
-8.6868,-5.0695
-0.9137,-1.5662
10.8539,-5.5082
-10.5548,23.1045
-17.1602,29.1431
-3.0889,31.4277
-10.5399,5.249
-10.524,13.2323
-15.5328,11.0843
4.368,14.8712
50.0206,2.5256
13.5732,21.4242
14.6097,8.1713
6.7039,34.0461
10.9405,-6.5376
3.7903,14.6712
-3.3125,21.7686
-1.4996,-1.6956
-18.2911,29.6904
-16.8101,-13.2989
-14.8383,13.0365
6.0476,34
-47.1963,3.4262
-7.7309,-5.1205
-0.8985,-1.5653
10.8543,-5.5079
-9.6828,23.0439
-17.1594,29.143
-3.2263,32.1794
-9.6402,5.1297
-9.6052,13.19
-15.1626,11.781
4.3679,14.8712
50.0206,2.5256
13.5733,21.4244
14.6096,8.1715
6.6379,34.3546
10.9405,-6.5376
3.7892,14.6702
-3.3125,21.7687
-1.5027,-1.6968
-18.2911,29.6904
-16.8101,-13.2988
-14.8162,13.0612
6.0476,34
-47.1963,3.4262
-6.7105,-5.202
-0.8925,-1.565
10.8545,-5.5078
-8.7964,22.9478
-17.1591,29.143
-3.3642,33.0672
-8.7176,5.0517
-8.6171,13.1568
-14.8543,12.4862
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1715
6.5896,34.6384
10.9405,-6.5376
3.7889,14.6697
-3.3126,21.7687
-1.5043,-1.6973
-18.2911,29.6904
-16.8101,-13.2988
-14.8047,13.0842
6.0476,34
-47.1963,3.4262
-5.6608,-5.2059
-0.8902,-1.5647
10.8545,-5.5077
-7.882,22.8535
-17.159,29.143
-3.4906,34.104
-7.7569,4.8866
-7.6694,13.1706
-14.5571,12.7583
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.5172,34.9368
10.9405,-6.5376
3.7887,14.6695
-3.3126,21.7687
-1.5049,-1.6976
-18.2911,29.6904
-16.8101,-13.2988
-14.9209,13.2354
6.0476,34
-47.1963,3.4262
-5.2345,-5.1788
-0.8893,-1.5646
10.8546,-5.5077
-6.9711,22.6969
-17.159,29.143
-3.4847,34.0876
-6.8001,4.7158
-6.7374,13.2021
-14.3362,13.1724
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.4545,35.2058
10.9405,-6.5376
3.7887,14.6695
-3.3126,21.7687
-1.5052,-1.6977
-18.2911,29.6904
-16.8101,-13.2988
-14.9327,13.2367
6.0476,34
-47.1963,3.4262
-5.0671,-5.1734
-0.8889,-1.5646
10.8546,-5.5077
-6.015,22.6281
-17.159,29.143
-3.4822,34.0808
-5.836,4.5928
-5.7927,13.2578
-14.3421,13.1551
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.3934,35.4778
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5054,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-5.0008,-5.1718
-0.8888,-1.5645
10.8546,-5.5077
-5.0518,22.6021
-17.159,29.143
-3.481,34.0779
-5.3643,4.5344
-5.3145,13.2831
-14.3417,13.1558
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.3677,35.5912
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5054,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.9765,-5.1708
-0.8887,-1.5645
10.8546,-5.5077
-4.032,22.5685
-17.159,29.143
-3.4806,34.0767
-5.1398,4.4981
-5.0806,13.2974
-14.3416,13.1561
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.3563,35.6394
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5055,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.9671,-5.1695
-0.8887,-1.5645
10.8546,-5.5077
-3.6361,22.5658
-17.159,29.143
-3.4804,34.0762
-5.0269,4.4766
-4.9642,13.3038
-14.3415,13.1562
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.3498,35.66
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5055,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.9633,-5.169
-0.8887,-1.5645
10.8546,-5.5077
-3.4879,22.5687
-17.159,29.143
-3.4803,34.0759
-4.972,4.4669
-4.9074,13.3071
-14.3415,13.1563
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.3241,35.5088
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5055,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.9618,-5.1687
-0.8887,-1.5645
10.8546,-5.5077
-3.4324,22.5648
-17.159,29.143
-3.4802,34.0758
-4.9452,4.4621
-4.8769,13.3088
-14.3415,13.1563
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.2841,35.2727
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5055,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.9613,-5.1686
-0.8887,-1.5645
10.8546,-5.5077
-3.4122,22.5636
-17.159,29.143
-3.4802,34.0758
-4.9317,4.4603
-4.8613,13.3097
-14.3415,13.1563
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.2366,35.0245
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5055,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.961,-5.1686
-0.8887,-1.5645
10.8546,-5.5077
-3.4051,22.5632
-17.159,29.143
-3.4802,34.0758
-4.9251,4.4589
-4.853,13.3103
-14.3415,13.1563
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.1868,34.7661
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5055,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.9609,-5.1686
-0.8887,-1.5645
10.8546,-5.5077
-3.4027,22.5631
-17.159,29.143
-3.4802,34.0758
-4.9221,4.4584
-4.8485,13.3109
-14.3415,13.1563
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.161,34.4974
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5055,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.9609,-5.1686
-0.8887,-1.5645
10.8546,-5.5077
-3.4017,22.563
-17.159,29.143
-3.4802,34.0758
-4.9206,4.4581
-4.8465,13.3112
-14.3415,13.1563
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.1457,34.3926
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5055,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.9609,-5.1686
-0.8887,-1.5645
10.8546,-5.5077
-3.4014,22.563
-17.159,29.143
-3.4802,34.0758
-4.9198,4.458
-4.8454,13.3113
-14.3415,13.1563
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.1455,34.3724
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5055,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.9609,-5.1686
-0.8887,-1.5645
10.8546,-5.5077
-3.4012,22.563
-17.159,29.143
-3.4802,34.0758
-4.9194,4.4579
-4.8449,13.3113
-14.3415,13.1563
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.1457,34.3741
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5055,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.9609,-5.1686
-0.8887,-1.5645
10.8546,-5.5077
-3.4012,22.563
-17.159,29.143
-3.4802,34.0758
-4.9192,4.4579
-4.8447,13.3113
-14.3415,13.1563
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.1457,34.3749
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5055,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.9609,-5.1686
-0.8887,-1.5645
10.8546,-5.5077
-3.4012,22.563
-17.159,29.143
-3.4802,34.0758
-4.9191,4.4579
-4.8446,13.3113
-14.3415,13.1563
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.1458,34.3752
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5055,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.9609,-5.1686
-0.8887,-1.5645
10.8546,-5.5077
-3.4012,22.563
-17.159,29.143
-3.4802,34.0758
-4.9191,4.4579
-4.8445,13.3113
-14.3415,13.1563
4.3679,14.8712
50.0206,2.5256
13.5734,21.4245
14.6096,8.1716
6.1458,34.3754
10.9405,-6.5376
3.7887,14.6694
-3.3126,21.7687
-1.5055,-1.6978
-18.2911,29.6904
-16.8101,-13.2988
-14.9365,13.2372
6.0476,34
-47.1963,3.4262
-4.9609,-5.1686
-0.8887,-1.5645
10.8546,-5.5077
-3.4012,22.563
